Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
FlyWorks,https://www.crunchbase.com/organization/flyworks,Active,For Profit,Private,$1M to $10M,1-10,"Be'er Sheva, HaDarom, Israel",Non-equity Assistance,780000,USD,780000,"FlyWorks is developing a whole new way to drive multi-rotors for 2nd generation hybrid drones. The company's patent-pending drive technology will allow drones to carry significant payload and fly for hours, but remain light, cost-efficient and safe. Their technology combines the remarkable performance of petrol fuel with the safety and simplicity of the multirotor platform. It works by delivering most of the power that the drone requires to stay in the air directly from an internal combustion engine while a small electric drive system provides a small fraction of power only for maneuvering. FlyWorks technology can be implemented in any drone platform size to create a wide array of high-performance multirotor platforms for various use-cases from land surveying to air-taxis. They enabling high-resolution close-up multi-sensor inspection of the large-scale power line infrastructure.","Aerospace, Drones, Robotics",FlyWorks is developing a whole new way to drive multi-rotors for 2nd generation hybrid drones.,2017-01-01,day,https://www.fly-works.com/
Circular Wave Drive,https://www.crunchbase.com/organization/circular-wave-drive,Active,For Profit,Private,$1M to $10M,1-10,"Columbus, Ohio, United States",Seed,2000000,USD,2000000,"Circular Wave Drive (CWD) is developing a full product line of highly-efficient, ruggedized, speed-reducing gearing systems that overcome the limitations of both the premium and value market standards.","Aerospace, Medical Device, Robotics","Circular Wave Drive is developing a full product line of highly-efficient, ruggedized, speed-reducing gearing systems.",2014-12-01,month,http://www.circularwavedrive.com
Lunar Station Corp,https://www.crunchbase.com/organization/lunar-station,Active,For Profit,Private,$1M to $10M,1-10,"Cambridge, Massachusetts, United States",Pre-Seed,260000,USD,260000,"Lunar Station simplifies clients access to the most comprehensive suite of new data refined into new Lunar analytics by way of its MoonHacker™ Intelligence Platform.  Mining, Energy, Communications, Financial, Pharmaceutical and Logistics organizations have the easiest, advanced, and scalable access to the best insights about the Moon that has ever existed before.","Aerospace, Analytics, Geospatial, Navigation, SaaS",Lunar Station provides Lunar Insights and Intelligence with our SaaS based MoonHacker™ Intelligence Platform.,2016-01-01,year,http://www.lunarstation.space/
Positron Dynamics,https://www.crunchbase.com/organization/positron-dynamics,Active,For Profit,Private,Less than $1M,1-10,"Port Angeles, Washington, United States",Private Equity,1850000,USD,1850000,"Positron Dynamics LLC was founded in 2011 by Ryan Weed and Joshua Machacek. Our area of expertise is in the use of ‘cold’ positrons as a diagnostic for materials and in low-energy collisions with atoms and molecules. The company develops positron beam technologies for use in non-destructive testing (NDT) of critical components in the aerospace and defense markets. At the heart of these technologies is a novel method of producing and moderating positrons, for which several patents were awarded in 2011.","Aerospace, Information Technology, Manufacturing",Positron dynamics develops positron beam technologies used in the testing of critical components in the aerospace and defense markets.,2012-01-01,year,http://positrondynamics.com
Cardiff Aviation,https://www.crunchbase.com/organization/cardiff-aviation,Active,For Profit,Private,,11-50,"Saint Athan, Vale of Glamorgan, The, United Kingdom",Venture - Series Unknown,1600000,GBP,2503160,"Cardiff Aviation Limited was established in 2012 by seasoned aviation professional Mario Fulgoni, and Bruce Dickinson, vocalist with rock band Iron Maiden. An unusual combination? Perhaps not. Mario is a former airline captain and has held senior management roles in a number of aviation businesses, including airlines and flight training.","Aerospace, Training","Cardiff Aviation is an aviation maintenance, engineering, technical services, and training group based in the UK.",2012-01-01,year,http://cardiffaviation.com
Duqueine Group,https://www.crunchbase.com/organization/duqueine-group,Active,For Profit,Private,$10M to $50M,501-1000,"Massieux, Rhone-Alpes, France",Private Equity,12987772,USD,12987772,Duqueine Group designs and manufactures composite parts and sub-assemblies.,"Aerospace, Automotive, Industrial Manufacturing, Manufacturing, Medical, Medical Device, Sports",Duqueine Group designs and manufactures composite parts and sub-assemblies.,1982-01-01,year,http://www.duqueine.fr/en
Operational Solutions,https://www.crunchbase.com/organization/operational-solutions-limited,Active,For Profit,Private,,101-250,"London, England, United Kingdom",Venture - Series Unknown,8000000,GBP,10583999,"Operational Solutions company that provides tailored Subject Matter Expertise to the defence, Security and Aerospace industry from bespoke C-UAS and UTM systems,-cycle.","Aerospace, Security","Operational Solutions is a company that provides tailored Subject Matter Expertise to the Defence, Security and Aerospace industry.",2010-01-01,year,https://operationalsolutionsltd.co.uk/
Quatro Composites,https://www.crunchbase.com/organization/quatro-composites,Active,For Profit,Private,,251-500,"Orange City, Iowa, United States",Venture - Series Unknown,1565000,USD,1565000,"Quatro Composites is a contract component manufacturer and developer, offering a full line of services from design, analysis, prototyping, and production of advanced composite structures. Quatro specializes in design optimization of highly loaded structures for weight, strength, and stiffness, using the latest in structural optimization software and technology.","Aerospace, Machinery Manufacturing, Manufacturing","Quatro Composites designs, manufactures, and distributes aerospace, defense, medical, and industrial components.",1997-01-01,year,http://quatrocomposites.com/
Inova Drone,https://www.crunchbase.com/organization/inova-drone,Active,For Profit,Private,Less than $1M,11-50,"San Diego, California, United States",Seed,120000,USD,120000,"Inova Drone, a San Diego-based startup, designs and develops advanced unmanned aerial systems for global commercial and professional markets.INOVA DRONE is changing the way the world uses UAV's by creating intuitive platforms that are reliable and packed with features.","Aerospace, Drones, Robotics",Inova Drone is a San Diego-based startup.,2014-01-01,year,http://www.inovadrone.com/
Nanoker Research,https://www.crunchbase.com/organization/nanoker-research,Active,For Profit,Private,,11-50,"Oviedo, Asturias, Spain",Series A,2274522,USD,2274522,"Nanoker Research is a SME-company founded in 2011 with the aim to achieve the commercial exploitation of the research results generated in the European Integrated Project IP NANOKER “Structural ceramic nanocomposites for top-end functional applications” (515784. FP6-NMP). This project was focused on the development of several families of a new generation of nanostructured ceramic materials with potential application in different market sectors. Nanoker joined together professionals with more than 20 years of experience in the production and development of technical ceramics with entrepreneurs from academia with a deep knowledge on nanoceramics and nanocomposites. Nanoker Research, S.L. produces and commercializes high performance ceramic components based on advanced ceramics, nanoceramics and nanocomposites for industrial and biomedical applications. Nanoker Research, S.L. focuses its activity in the field of technical ceramics for industrial applications through the trademark Keratec Advanced Materials whereas produces and commercializes biomedical products through the company Bioker Research, S.L.","Aerospace, Dental, Electronics, Manufacturing, Medical, Nanotechnology",Nanoker Research aim to achieve the commercial exploitation of the research results generated in the European Integrated Project IP NANOKER.,2011-05-27,day,http://www.nanoker.com
DroneEntry,https://www.crunchbase.com/organization/droneentry-corporation,Active,For Profit,Private,$1M to $10M,1-10,"Ottawa, Ontario, Canada",Seed,180000,USD,180000,"We are a ventured backed drone startup, that provides an online platform Software as a tool (SaaT). Our tool provides enterprise companies with a workflow compliance management system to effectively scale and manage their operations.  The platform also allows companies with specialized products/services for this industry to connect directly with their target market of drone pilots through their e-store. Furthermore, premium access gives them a unique perspective into drone usage, user analytics, and versatile data optimization capabilities to understand how their products are being used. DroneEntry also offers a credit system for users to engage in the ecosystem they are building. Based on their competency level, pilots acquire credits over time via endorsements, completed projects, and other achievements. These credits can be securely used in the e-store via the internal transaction system. Users can easily expand their toolbox and get access to exclusive deals.","Aerospace, Drone Management, Drones, Navigation, Social Media, Social Network, Software",DroneEntry is workflow management platform for drone pilots and enterprises,2017-03-03,day,http://www.droneentry.com
