Organization Name,Organization Name URL,Operating Status,Company Type,IPO Status,Estimated Revenue Range,Number of Employees,Headquarters Location,Last Funding Type,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Full Description,Industries,Description,Founded Date,Founded Date Precision,Website
Neurochlore,https://www.crunchbase.com/organization/neurochlore,Active,For Profit,Private,$1M to $10M,11-50,"Marseille, Provence-Alpes-Cote d'Azur, France",,,,,"Neurochlore to develop and test novel applications for its therapeutic agent. Indeed, Neurochlore has an international patent in the use of a diuretic in the treatment of autism spectrum disorders and another syndrome associated with autism.","Clinical Trials, Medical, Neuroscience",Neurochlore develops therapeutic method to treat developmental brain disorders.,2011-01-01,year,http://www.neurochlore.fr
Clear Mind Center,https://www.crunchbase.com/organization/clear-mind-center,Active,For Profit,Private,$1M to $10M,,"Cottonwood, Arizona, United States",,,,,,"Health Care, Medical Device, Neuroscience",Clear Mind Center offers neurofeedback systems to licensed practitioners.,,,https://www.clearmindcenter.com
Neurome,https://www.crunchbase.com/organization/neurome-1a18,Active,For Profit,Private,,1-10,"La Jolla, California, United States",Series A,9000000,USD,9000000,,"Biotechnology, Health Care, Life Science, Neuroscience","Neurome, Inc. is a discovery stage biotechnology company that seeks therapeutic solutions to human neurodegenerative diseases.",2000-01-01,year,http://www.parkerdigital.com/neurome/index.htm
Linguistic Society of America,https://www.crunchbase.com/organization/linguistic-society-of-america,Active,For Profit,Private,$1M to $10M,251-500,"Washington, District of Columbia, United States",,,,,The Linguistic Society of America (LSA) was founded in 1924 to advance the scientific study of language. LSA plays a critical role in supporting and disseminating linguistic scholarship both to professional linguists and to the general public.,"Education, Natural Language Processing, Neuroscience, Psychology",The Linguistic Society of America is a learned society for the field of linguistics.,1924-12-28,day,https://www.linguisticsociety.org/
Georgia Neurosurgical Institute,https://www.crunchbase.com/organization/georgia-neurosurgical-institute,Active,For Profit,Private,Less than $1M,101-250,"Macon, Georgia, United States",,,,,,"Health Diagnostics, Medical, Neuroscience, Therapeutics","Georgia Neurosurgical Institute treats neurological diseases of the brain and spine through surgery, clinical trials, and medical research.",1954-01-01,year,http://ganeuroandspine.com/
NicolelisLab,https://www.crunchbase.com/organization/nicolelislab,Active,For Profit,Private,,,"Durham, North Carolina, United States",,,,,"Nicolelis lab develops devices to translate the brain activity to control the movement of robotic devices. It builds exoskeleton suites that can be controlled by paralyzed patients using the brain-machine interface technology. It has also developed an integrative approach to studying neurological and psychiatric disorders including Parkinsons disease and epilepsy. The lab continues to work on ways to begin developing their neuroprosthetics for clinical use, including a transition to wireless control, power efficiency, and cost effectiveness.","Bioinformatics, Life Science, Neuroscience, Robotics",Nicolelis lab develops devices to translate the brain activity to control the movement of robotic devices.,,,http://www.nicolelislab.net/
customKYnetics,https://www.crunchbase.com/organization/customkynetics,Active,For Profit,Private,$1M to $10M,1-10,"Versailles, Kentucky, United States",,,,,"Established in 2000, customKYnetics is a research and development company that is focused on development of rehabilitation engineering products. customKYnetics' products typically utilize neuromuscular electrical stimulation (NMES) intended for use in muscle strengthening or motor reeducation. Our products are designed for use by individuals undergoing orthopedic rehabilitation or those with neuromotor disorders secondary to spinal cord injury or stroke. customKYnetics' core competencies include control and delivery of NMES, instrumentation, and embedded systems.","Embedded Systems, Neuroscience",customKYnetics develops and distributes rehabilitation engineering products that use NMES to its clients.,2000-01-01,year,http://customkynetics.com/
Dotsify,https://www.crunchbase.com/organization/dotsify,Active,For Profit,Private,,,"Paris, Ile-de-France, France",,,,,,"Artificial Intelligence, Neuroscience",AI & Neuroscience,2018-02-01,month,http://www.dotsify.com
Rarefied Technologies,https://www.crunchbase.com/organization/rarefied-technologies,Active,For Profit,Private,$1M to $10M,1-10,"Albuquerque, New Mexico, United States",,,,,"Rarefied Technologies is the corporate arm of the StupidFilter Project. The company does algorithmic classification for enterprise applications, ranging from automated comment filtering to specialized spam filters.","Neuroscience, Public Relations",Specialized Spam filters,2008-04-27,day,http://rarefiedtech.com
Center for Neuroscience Imaging Research,https://www.crunchbase.com/organization/center-for-neuroscience-imaging-research,Active,For Profit,Private,,,"Jangan, Kyonggi-do, South Korea",,,,,,"Biotechnology, Education, Neuroscience",Center for Neuroscience Imaging Research is a research institute for biophysical phenomena.,,,https://cnir.ibs.re.kr/
Balter Medical,https://www.crunchbase.com/organization/balter-medical,Active,For Profit,Private,$1M to $10M,11-50,"Bergen, Hordaland, Norway",,,,,"Balter Medical is an optical imaging company that develops devices to aid tissue diagnostics. It is a biotechnology company, one of Norway's most exciting MedTech start-ups, and has won several prizes in national and international business competitions. Its purpose is to develop and commercialize medical applications of Optical Transfer, a mathematical modeling technique applied to digital photographic images of tissue to improve the understanding of tissue properties.","Biotechnology, Clinical Trials, Neuroscience",Balter Medical is an optical imaging company that develops devices to aid tissue diagnostics.,2001-01-01,year,https://www.baltermedical.com/
iBio Connect,https://www.crunchbase.com/organization/ibio-connect,Active,For Profit,Private,Less than $1M,1-10,"Oviedo, Florida, United States",,,,,,"Biotechnology, Neuroscience, Pharmaceutical, Product Research",iBio Connect is a provider of life science research products.,,,http://ibioconnect.com/
Orthopaedic Specialties,https://www.crunchbase.com/organization/orthopaedic-specialties,Active,For Profit,Private,$1M to $10M,11-50,"Clearwater, Florida, United States",,,,,,"Health Care, Medical, Neuroscience","Orthopaedic Specialties provides spine, foot, ankle, hand, and sports medicine along with hip and knee reconstruction.",1968-01-01,year,https://orthospecmd.com/
Empowermind,https://www.crunchbase.com/organization/empowermind,Active,For Profit,Private,,1-10,"Sydney, New South Wales, Australia",,,,,"Empowermind is a program to support the skills of the future for children. Our science-based program is designed to develop meaningful skills such as confidence, emotional intelligence, leadership and resilience in a fun and engaging way","Children, Neuroscience",Empowermind delivers programs and activities to support mind & skill development for children based on Neuroscience and Coaching.,2019-01-01,year,https://empowermind.com.au/
MeSCue-Janusys,https://www.crunchbase.com/organization/mescue-janusys,Active,For Profit,Private,,,"Tokyo, Tokyo, Japan",,,,,,"Biotechnology, Medical Device, Neuroscience","Mescue Jenasis Co., Ltd. is a biotech company that responds to unmet medical needs for periodontal diseases and neurodegenerative diseases.",2003-01-01,day,http://www.mescue.co.jp/
Neuroco,https://www.crunchbase.com/organization/neuroco,Active,For Profit,Private,,,,,,,,"Working with leading multinational clients, London-based Neuroco is acknowledged as the world's first neuromarketing agency to utilize EEG technology. The Neuroco team has pioneered neurological and biometric testing methodologies for a wide range of study areas including advertising, NPD concept and design work, packaging development, sensory testing and shopper studies. Their work covers research and development product design, marketing communications, customer/trade marketing commissions and includes experience in FMCG (fast-moving consumer goods, broadcasting and entertainment, media and motor sectors.","Biometrics, Neuroscience","Working with leading multinational clients, London-based Neuroco is acknowledged as the world's first neuromarketing agency to utilize EEG",2005-06-01,day,
IEEE Brain,https://www.crunchbase.com/organization/ieee-brain,Active,For Profit,Private,Less than $1M,,,,,,,,Neuroscience,"IEEE Brain is to facilitate cross-disciplinary collaboration and coordination to advance research, standardization and development.",,,https://brain.ieee.org
i-view London,https://www.crunchbase.com/organization/i-view-london,Active,For Profit,Private,,11-50,"London, England, United Kingdom",,,,,"i-view London is a contemporary hub for research. They only provide studio services. They are the largest, central and technologically advanced viewing facilities. Studios include a dedicated media lab, eye tracking, dial testing, and consumer neuroscience.","Gaming, Market Research, Neuroscience",i-view London involved in market research.,2012-01-01,year,http://www.i-viewlondon.com
